category,rating,label,text_
Home_and_Kitchen_5,5.0,OR,I bought a protective glove for when I use this because it is really sharp (and scary). It worked great for slicing the fresh ginger to make candied ginger. Love the different thickness adjustments. Small size to store in small kitchen.
Movies_and_TV_5,5.0,OR,Zootopia is a well made movie with good moral to the story.
Kindle_Store_5,5.0,CG,"I really loved diving into Focus On Me and was surprised by how much Riley and Colin brought to life. The emotional depth hit hard, especially with those quiet moments that made me reflect. It wasn't just a story, it felt like a personal conversation. Compared to Trust the Focus, this one is even more engaging without losing its charm. The pacing kept me hooked from start to finish. A solid read that delivered on heart and humor in equal measure. Highly recommended for anyone looking for a compelling narrative with a human touch."
Kindle_Store_5,5.0,OR,"This was a fun quick read. Brand and Viv's relationship grew over many years. Since it was quick, not a lot of character development but I still enjoyed the short story."
Pet_Supplies_5,1.0,CG,"This product was a total letdown compared to what I expected. The price felt really good considering how flimsy it looks, especially with my active dog who loves to get into things. It slipped right off during play, and I had no backup plan. But honestly, it was the best deal I've seen for something this budget-friendly. I expected more durability but saved a ton of money. The value isn't there if you're looking for solid security, but I understand the price point. Wouldn't recommend unless you're on a super tight budget and don't mind frequent repairs."
Clothing_Shoes_and_Jewelry_5,5.0,CG,I was surprised by how well it fit and stayed on my feet all day. Surpassed my expectations for comfort and style.
Electronics_5,5.0,OR,"that such a simple little thing would help me so much!? This has a very nice weight to it, so it stays in place. It's not HEAVY, but it's enough to keep it where you put it. I had two cords on my nightstand that i had to wedge between the clock and the lamp, or they would fall behind the nightstand. This solved the problem nicely. I love Quirky items. Browse their stuff."
Tools_and_Home_Improvement_5,5.0,CG,"This tool made fixing my old saw super easy thanks to the clear instructions and good quality parts. I really loved how the Zoopolr levers fit snugly without wasting time. It's a solid investment, worth every penny if you need a reliable solution. The build feels sturdy, and it saved me a lot of stress. A definite 5-star pick for serious DIY projects!"
Sports_and_Outdoors_5,5.0,OR,Makes reloading smoother. I've tried other reloaders. This one is very good because its basic. You just push down on the spring and slide in your round with your thumb. Takes a few times to speedload but once you get the flow your good.
Sports_and_Outdoors_5,5.0,CG,Super cheap but solid performance. Got it in months without breaking a sweat.
Clothing_Shoes_and_Jewelry_5,2.0,OR,"Review for Brown: Descent quality leather for sure, nice buckle, but rather narrow width and extremely shorter for standard length make this brand-named belt ashamed."
Books_5,4.0,CG,Loved this book for its sturdy build and smooth pages. Held up well through months of reading without any issues. Great value!
Toys_and_Games_5,4.0,OR,"I purchased one of these at Wal-Mart for $10.00. In my 50's now I always wanted to have one. I don't know why some people had issues or put it down. First off I sent for the ants which cost another $5.00 for S&H right through the website. It took 10 days to receive them, keep in mind if you live somewhere it's cold or too hot you will wait longer. After receiving the ants, only one dead one, I followed the instructions closely. First making 4 starter tunnles with the tool and then cooling down the ants in the fridge for 15 minutes then putting them in. It took less the 24 hours and the ants started working. Each ant has different jobs. Some dig, some remove debris and some just stand guard near the lid. Someone reviewed it didn't light up well; maybe they didn't put batteries in it! Mine lighted up well! The only hard part to this is the fact you have to put the whole farm in the refrigerator for at least 75 minutes to slow the ants up to clean out the debris as they are very fast and will try to escape. I have it 3 weeks so far and lost maybe 5 ants as they do die off and do not lay eggs since there is no queen. Like any other creature sometimes they dig other times they rest. I do believe its fun to watch and well worth the 10 bucks. I guess I'm a kid at heart, get one and enjoy the fun!"
Kindle_Store_5,4.0,OR,"3.5 Crazy Ass Stars!!! Ok, I do love these types of forbidden reads. I enjoyed reading Sebastian and Paige's story. It was a quick, hot read. However, I did feel like the interaction between Paige and Sebastian was a little stiff at times. Always so formal and it felt a bit forced. I That being said, I did love the other characters, Ashely and Grant. I want to read their story. They intrigued me. I'm hoping that they do get a story. Their appearance, along with drama that Caleb brought was what kept me swiping pages. Caleb had me wanting to jump into my kindle to throat punch him. This was my first Lara Richard read and I look forward to reading more from her in the future."
Electronics_5,5.0,CG,Great value for the price. The tech felt smooth and responsive right away. Perfect setup for our team's needs. Highly recommend!
Movies_and_TV_5,3.0,OR,"This movie is pretty wacky, but a lot of fun. It's definitely worth the Amazon rental price. Adults only, please."
Books_5,5.0,OR,"You need to stay with this book as it began slowly for me. At first, I wasn't sure if it was going to be my kind of legal thriller. I'm glad I kept reading. I fully enjoyed my time with A VERY SIMPLE CRIME. The author doesn't insert extra words that do nothing to move the story forward and I appreciated his lean style. At times, it seemed like there were two different writing styles and both engaged and held me. Really interesting. A VERY SIMPLE CRIME is a fast and satisfying read. Grant Jenkins has my interest and I hope to have his next book in my hands soon."
Pet_Supplies_5,5.0,OR,I have used these filters for quite some time. Hard to find parts for them. BUT fortunately the filter cartridges are sized for multiple filters. I will actually be just dumping the carbon out of them into the trash. You can cut it with a razor blade and dump out the carbon before it gets wet. Then you can slide in a purigen pack in it. http://www.amazon.com/Seachem-165-Purigen-100ml/dp/B0002A5VK2/ref=pd_sim_petsupplies_5 Then throw some Seachem BIO Matrix in some mesh baggies and throw an air bubbler under the BIO Matrix and you're all set. In my case I do it through the media trays.
Electronics_5,5.0,OR,Nice quality and it worked well for our online wedding ceremony! We set it up on a fireplace mantle behind the officiant and it picked up all our voices well. The mic was hooked up to a hidden Linux netbook that recorded the audio while a camcorder recorded the video. Sound and audio were then fed into a Webex session. No complaints on the audio at all.
Clothing_Shoes_and_Jewelry_5,5.0,OR,Exactly as described and just what I was looking for.
Electronics_5,1.0,CG,This thing broke right after one use. Disappointing and wasted time.
Kindle_Store_5,5.0,CG,"The packaging was spot on and I loved how quickly it arrived. The content surprised me, really exceeded what I expected. A solid buy!"
Home_and_Kitchen_5,3.0,CG,The build feels a bit flimsy but the glass looks nice. Overall decent experience.
Home_and_Kitchen_5,4.0,CG,I got a good deal on this cover and it actually fits my compact microwave pretty well. Surprised by how much easier I am with these things now. It meets basic needs but could use better design for larger appliances. Still a solid pick if you're tight on budget!
Kindle_Store_5,4.0,CG,"This book really stood out to me despite being a bit tricky at first. The story had a strong hook with that bold cover and intriguing title. I found it easy to dip into after getting hooked by the pages. While some sections felt slow, the overall experience was engaging and satisfying. It sparked interesting thoughts about relationships and personal growth. I appreciated how the author handled complex themes in a way that felt relatable. Worth the time spent, though I did have a few moments of confusion early on. Overall a solid read that left me thoughtful at the end."
Home_and_Kitchen_5,4.0,CG,This one's a solid pick. Works well in my kitchen and looks good. Definitely worth trying.
Books_5,5.0,OR,"Having been involved in state and local government as an elected official, I was particularly interested in her journey from local government observer then participant and her subsequent rise to state wide and then national involvement. That's a hard, tough row to hoe, as anyone who has butted heads with the entrenched bureaucracies of lifelong civil servants knows. They think they own the government and that elected folks are just a temporary irritant. Sarah never gave up and beat them at their own game and is a shining example to those who actually serve instead of sitting on the sidelines."
Home_and_Kitchen_5,1.0,CG,This thing cracked after a week. Total waste of money.
Books_5,5.0,OR,"Michael Morpurgo did a wonderful job of portraying WW I through the horse's eyes, giving us, once again the view of the war from both the eyes of all affected by the War. Loved all the language and the landscapes, and I totally bought into the people surrounding this wonderful horse. My one very small issue came at the end, where the author seemed to be compressing rather than extending the tail (no pun intended!) of the story. I do know that you don't want to overstay a solution, but racing makes for a predictably succinct summary, rather than a full bodied landing. Love Michael Morpurgo's writing, and have always enjoyed watching kids work their way through with a real spirit of curiosity."
Pet_Supplies_5,4.0,OR,Cats seemed to enjoy this and no hairballs or hacking like before. Cheaper here than in the store but was informed no longer available so I switched to Purina One for my kitties.
Electronics_5,2.0,OR,Got this for Christmas last year. Had 2 6.5s and a bridged 12 hooked up. Ran 0 gauge from battery and ground and 12g to speakers. Worked well for about 6 months. Around July or August it started having issues channels failing in an odd way. Any amp Ive had in the past that has gone bad the channel stayed dead. It developed a whine in one speaker and then channels would randomly cut out until you turned it off for a few minutes and back on again. This would cut out in one channel one day and another on a different day. Rechecked wiring and all is good. Distortion is bad at higher volumes and bass is very muffled. For the price it sounded as expected and for the time it did work it worked ok. I did expect it to last longer than it did.
Books_5,3.0,OR,"Clearly written for and marketed to the audience of the Hunger Games books, this series looks to be not nearly as involving as Collins'. (And could the cover be any more an almost rip-off of the Hunger Games covers?) The problem with Divergent is that the main character isn't nearly as easy to relate to as Katniss Everdeen. In fact, she's downright unlikeable for much of the book. And the setting, with the rigidly divided society, just doesn't really make sense. This isn't a bad book, and I'm sure a lot of readers will find it enjoyable, but it wasn't for me. I won't be bothering with the rest of the series because I can't find it in myself to care what happens to these characters. Congrats to those who enjoy it, though."
Toys_and_Games_5,3.0,OR,"My daughter likes it. But the first time she used it, one of the colors broke off. Then the inside got wet and softened the other colors. She can still use it, but as soon as the warm water hit it, its like a clay texture. She gets it under her finger nails and it makes more work for me."
Books_5,5.0,OR,"READ THIS BOOK!!! I recieved this book as a gift from a friend. He was required to read this book for a college economics class. I absolutly fell in love with this book. I do not read much, so an 1100 page book is a big undertaking for me. I will pass on what my friend told me: The first 200 pages will seem slow because of the character discriptions and history. Give it those 200 pages and you will be hooked and it will read a lot faster. It is amazing that one person could compile everything that is in this book. What a work of art. As a reader, you will definetly start looking at the issues surrounding you in a different light. Only negative: ""The Speach"" at the end of the book. It's way too long winded and over the head. Suggestion: Listen to this speach on youtube to help get through it."
Kindle_Store_5,2.0,CG,"This one tries its act but falls short. I found it hard to stay engaged and felt like the author wasn't very clever. The style was a bit confusing for me, which made reading frustrating. Only useful if you're into niche topics. Definitely not my go-to. But if you're curious about that specific subject, give it a shot, just don't expect much else."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I have grandsons 5 and 7. 5 is average height. 7 a little tall for age. We are taking then on a long train ride from NY to San Diego with stops in Grand Canyon, lots of kid things in San Diego. I am a travel nanny by trade so being prepared is my motto! They needed backpacks just big enough to carry a couple bottles of water an a good supply of snacks for hikes and carry their Fire for train rides. I thought this was going to be too small at first. But I easily put a bottle on outside and inside plus my Fire and plenty of room for snacks, some playing cards etc. The back has a small padded feature. I wondered if straps would fit 7 yr old and I can adjust to even fit me! Best part? So light even with stuff that even my 5 year old won't complain! The stretchy from cords can even carry a small stuffed animal for sleep later. I will do an update after trip (if still alive) and give feedbacks. With kids, go as small as you can and still do the job! Update: These were perfect and now after trip they use it on long bike rides with dad. I liked it so much that I got one for myself for my Scotland trip in Oct. I can not do heavy backpacks and when out being a tourist, purses are a bother. Great for plane as will hold a travel blanket, fire and tablet, phone and cords plus a bottle. Very useful and inexpensive!"
Electronics_5,5.0,OR,This tower is big for a mid tower but I like it Came warped in plastic Clean Nice paint job Cant complain yet great tower!!!
Books_5,4.0,OR,"Outstanding book. Really, opened my mind up as to what I should be focusing on in retaining customers and recurring revenue from a core group of customers. This will help me build a business that will be sustainable, predictable and sellable. Liked his book, Built to Sell."
Tools_and_Home_Improvement_5,5.0,OR,"Nice and bright, so far so good. They actually dim as it gets brighter in the room, so it is not just an on-and-off photo control, but a photo dimmer control. They brighten up as it gets darker, pretty cool"
Pet_Supplies_5,5.0,CG,Great quality pet toy! Lasts through many play sessions.
Electronics_5,5.0,CG,The packaging was top-notch and arrived just on time. Impressed with how smooth it was to use once installed. It's a solid choice for anyone needing extra cable length.
Toys_and_Games_5,2.0,CG,Not sure if this is worth it after a few uses but thought about it. The build feels decent now and lasts through playtime. Just a bit less sturdy than I hoped at first.
Kindle_Store_5,5.0,CG,"I loved this Kindle book from the same author, great story and smooth reading experience. It really kept my interest throughout. Would definitely recommend it to anyone who enjoys their favorite writer's work. Perfect for fans of this series."
Tools_and_Home_Improvement_5,5.0,OR,"I like this item a lot. Packs up small, nice little case. I would like to have seen some reinforced grommets but that is a nitpick. The fact I could fold it back up and get it back in its pouch is enough of a selling point for me. Good bit of emergency kit."
Movies_and_TV_5,5.0,OR,Great movie! A little slow paced but good all the same
Toys_and_Games_5,4.0,OR,"I liked everything about this, except the ""stand"" did not hold up well, and it just ended up falling over and laying flat, which then made it impossible to turn on"
Home_and_Kitchen_5,5.0,OR,"I'm very happy with the Aeternum pots and pans. Excellent non-stick surface that cleans up easily with just water. I think they work as well as much more expensive pots and pans, so great performance for the price. I bought this one as an addition to the one that came with the set, because it's the most useful size and I decided that I wanted 2 this size for my cooking."
Sports_and_Outdoors_5,3.0,OR,"Giving this 3 stars because although the pump itself is good, I could not fit it on my 48"" bike!"
Clothing_Shoes_and_Jewelry_5,2.0,OR,"These gloves fit ok, but you get what you pay for. The finger tips of the right hand had these weird wads of fabric where they rolled it up to seam it or something. They are raveling a bit and I will have to return them. Ladies, spend a few more bucks and buy a better set of gloves. These are very poorly made."
Movies_and_TV_5,5.0,CG,"This movie really stood out to me right away, great packaging made unpacking a breeze. The production felt polished, and the first impression was exactly what I hoped for. Highly recommend if you're into clever twists or classic mysteries. Perfect value for the price."
Home_and_Kitchen_5,5.0,OR,"Works great, grinds pepper like there's no tomorrow, lol, seriously this is a good peppermill for the money spent...not too big and not too small, just the right size for a table setting."
Toys_and_Games_5,4.0,OR,I'm an accidental collector of these since Amazon has made it possible to buy all of my toy purchases for Christmas from my couch. I have to say this one is my favorite. It is very soft and snuggly. My only complaint is mine is a grumpy bear and does not have the same sweet face as the one in the picture.
Home_and_Kitchen_5,5.0,CG,"The packaging was super snappy and I got everything in one neat box. Super easy to unpack and already using it for my kitchen setup, perfect size and sturdy feel. Would definitely buy again!"
Tools_and_Home_Improvement_5,4.0,OR,"If you are looking for a cheap LED pen light, this is your product. The screw is plastic, and tends to warp the plastic and shave plastic off. Be careful when changing batteries because of this. Other than it being cheaply made, it is bright and works. I would buy this product again, just be warned of the cheaply made materials."
Home_and_Kitchen_5,5.0,OR,Looks really nice on our wall. It was pretty easy to setup and color matches web picture pretty well also.
Kindle_Store_5,4.0,CG,"I really liked how this book arrived, super neat packaging made it feel special, which was nice for a digital title too. The opening scene about Jason hitting rock bottom stuck with me. The writing is sharp and engaging, pulling you right in. Even though the plot took some unexpected turns, I stayed hooked. It's a solid read that delivered on the promise of adventure. Would definitely recommend if you're into sci-fi with a twist."
Books_5,4.0,OR,"Scott manages to keep the suspense going with now a multitude of characters to draw from. The results are mixed. Although I thoroughly enjoyed the book, I got to the end,and thought, ""Well, not a whole lot actually happened."" Sure there's a big ending that leaves everything hanging, but getting there made much of the book feel like set up for what has to be a nearing conclusion to the series. However, the series as a whole, I think, is one of the best out there right now for kids and adults alike."
Tools_and_Home_Improvement_5,5.0,OR,"I got the 3-pack and put one of them in an old torchiere floor lamp I had sitting around and the other two in my garage. The floor lamp had been pretty much useless because it was rated for a 60 watt bulb and I needed more illumination in my living room than that, I put in a couple of sets of halogen track lights years ago and I hadn't even bothered turning it on since. These actually only consume 11 watts, making it safe to use them in the lamp so now I get to use a 100 watt equivalent bulb. But wait, there's more. I did a little informal comparison between this bulb and some other lights and I think that it's a little better than two 60 watt soft white bulbs when it comes to lighting up my room, and it's just as good as one of the halogen track light units. My family agrees with me on this; so, while it's hardly a scientific analysis, practically speaking, it'll do. (I think the main reason is that daylight spectrum reflects better off the white walls and ceiling than soft white.) It's also way cheaper to operate. I also prefer them in the garage to the soft white bulbs they replaced. They do cost a bit more up front than halogens, and quite a bit more than incandescents but with a much longer life and a small fraction of the cost to operate them I think they're an excellent purchase."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"The package was super secure and felt great. Packaged neatly, perfect for gifting. Highly recommend!"
Books_5,4.0,CG,"I really liked this book because it keeps the story moving and adds new twists to the world of Richard and Kahlan. The explanations were a bit heavy at times, but the content is solid and well worth the price. It's a solid investment for fans who want more depth without breaking the bank."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I totally believe in this bag now after a couple years of use. It still looks great and feels solid every time I wear it. The strap stays secure and the design never looked out of place. Perfect for everyday use, whether you're carrying books or your phone, it holds up nicely. Highly recommend if you want something that lasts. It's a reliable choice for anyone looking for durability without sacrificing style. A smart investment for the long haul."
Movies_and_TV_5,4.0,OR,"I simply can't understand the vitriol that has been heaped on this movie. I didn't see Alexander in the theatre, so my only experience with it is the director's cut DVD, which I thoroughly enjoyed. Oliver Stone brought Alexander and his times to life for me, and Colin Farrell did an excellent job putting a human face on a man who thought he was a god. Don't be put off by the jabs of spoiled movie critics - watch this lavish and engrossing film, and enjoy! The only flaw I saw with the film - and it may be an insurmountable one - is that so much went on in Alexander's life, that it is probably impossible to present it all in a single movie. Stone gives us a glimpse into the political, military, and personal aspects of Alexander's story, and these really can't be fully appreciated unless one has first familiarized oneself by reading the various accounts of Alexander, especially those written by his ancient biographers. I may be reading too much into it, but I think the central theme of the Stone film is given us when, on Alexander's wedding night, he responds to his new bride""s question about whether he loves Hephaestion by saying, ""There are many kinds of love, Roxane."" Oliver Stone's Alexander has many loves - his father, his mother, Hephaestion, Bagoas, the army, glory, war, his vision of a united world empire - and his attempts to give full devotion to each one drive his extraordinary career and, it would seem, eventually lead to his own self-destruction."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"I really loved this shoe after trying a few other brands. It's not top-notch in every way, but it's super comfortable and hits the right price point. The design is clean and stylish without breaking the bank, so I felt good about my purchase. I've worn it for several workouts and still feel supported. The value definitely shines through, perfect for everyday use without wasting money. Worth every cent!"
Toys_and_Games_5,5.0,OR,Bought this for my husband and he loves it. Both my kids have one and now he can play with them. And he thinks his is even better since it lights up.
Kindle_Store_5,3.0,OR,"Ryder is still grieving the wife he loved and lost more than 4 years ago, but finds himself drawn to his best friend Tess in deeper ways; they are in love with each other, but don't want to risk ruining their friendship. Best bits: Both Tess and Ryder had messed up birth parents, though Ryder was adopted into a loving home when he was 10 and Tess is still dealing with the aftermath of life with her crazy mother. Now, they both dedicate themselves to saving lives as EMTs. They're both good people, and both rather hung up on each other, though only Tess admits it to herself, and neither wants to mess up their friendship by being the first to move them towards romance. Definitely two very similar people, and once Ryder can get past his fear of losing someone he loves, they seem golden. Issues: Plenty of typos and wrong words, as well as formatting errors with paragraph breaks happening where they shouldn't (especially in conversations, where it got really confusing as to who was talking at times) and not where they should. A handful of places where thoughts or memories really need to be set apart by italics. Not a fan of the ""quotes"" from characters that start each chapter (this time on separate pages before the chapters?). They feel forced and unnecessary. Some inconsistencies, like Tess's childhood first being described as constant movement from state to state as her mom switched boyfriends, but always after that she's described as having a hometown in NH that she was desperate to escape from."
Sports_and_Outdoors_5,5.0,CG,"This scope changed everything. The clarity and durability blew me away. I was surprised at how well it performed with my setup, 10 shots tight at 100 yards feel perfect. It exceeded all expectations without breaking a sweat. Definitely worth every penny if you want a reliable tool for the job."
Toys_and_Games_5,5.0,CG,"This puzzle really stood out. The design was sharp and engaging, making every piece feel rewarding to solve. A great value for quality."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"This is a very nice, soft sweater. The color is beautiful. It fits me as I like--slightly loose. I'm 5'7'' and 120lbs, I usually get a small, but this one I got in XL, because I wash my sweaters myself and then dry them in the dryer (on airflow). They shrink so I always get the large ones."
Clothing_Shoes_and_Jewelry_5,4.0,CG,"I really enjoyed this piece of clothing, it has a nice texture and feels great on me. The detail is good, but the colors are pretty intense. I found it hard to wear all day because of how bright they were. Still, the fit was perfect when I got it back. It's a solid choice if you want style with comfort!"
Books_5,5.0,CG,"This book really hit the mark at a steal. I was skeptical about diving into this deep dive on men in modern culture, but Adam Carolla makes it fun and smart. The writing is sharp, the humor lands hard, and you'll find yourself laughing all day. It's not just a read, it's an experience. Worth every penny for the value it offers. A solid pick if you enjoy clever storytelling and cultural commentary."
Tools_and_Home_Improvement_5,4.0,CG,Great value for the price. Easy setup and smooth results. Definitely worth trying if you need quick fixes. Highly recommended!
Kindle_Store_5,5.0,OR,"Literature Lighthouse Review for/Author: Eva Gordon Book title: Alpha Wolfs Pet 2, Kept Page length: 171 Price at time: $2.99 Review: I was first introduced to Eva Gordons work through her first book in this series, Alpha Wolfs Pet book 1, hidden. I loved book 1 and have been waiting for book 2. I read book two in one day. The characters and setting are well developed. You can visually see where things are taking place and why. This story will grab you right away and you will not want to put it down. The story doesnt leave you with a cliffhanger, but leaves you wanting more. I will be looking forward to book three. (Please read book one first) Overview: Mia has just with through a huge ordeal. She was exposed to the secret society of werewolfs. She now has to agree to sign a non-disclosure and have the option of being his pet girlfriend (since wolves cant marry humans). Knowing that she is hiding from the mob and Dominic has offered to keep her safe and love her, she decides to sign the contract. But soon realizes that she will be subjected to obey all wolf laws, which includes being submissive to the alpha and being low man on the totem pole with the other wolfs, and with the werewolf King coming soon for his dead sons body, she struggles more. Mia is whisked away so the werewolf King will not order Dominic to execute her. When the werewolf King comes, he is not happy about what has happened with his son, with Dominic and his pet, nor is he happy that Dominic has a Pet instead of a Mate. Will Dominic be able to help Mia and save her from the Russian mob and deal with the werewolf King? Review by: Kristy Dean 11/2014"
Kindle_Store_5,5.0,CG,"I just got this new book and it completely surprised me. The pacing is smooth, and Holley does a great job making everyone feel real without being heavy-handed. I was looking for something deeper, but this hits all the right spots with light humor and heart. It definitely met my expectations and even exceeded them in many ways. A must-read if you love character-driven stories. The writing flows naturally, making it easy to get lost in the world she creates. Highly recommend!"
Movies_and_TV_5,3.0,OR,"The movie is OK, the story quite upsetting, however, the editing is not quite what I expected, long, long, long close ups."
Electronics_5,1.0,CG,This thing was way over my head from the start. I expected a decent setup but kept getting frustrated with the lack of support and confusing instructions. Wouldn't recommend unless you're really desperate for something new.
Pet_Supplies_5,5.0,OR,"Excellent! Works great, packaged well. If you're looking for an inexpensive nail clipper, this is the one."
Books_5,4.0,CG,"Loved this book, it had a strong heroine and really resonated with me. The story felt real and satisfying. Would recommend if you want something meaningful."
Toys_and_Games_5,5.0,OR,Perfect gift for my 6 year old. She came as expect and packaged perfectly with the accessories. I brought another one for her as well. They both are winners.
Books_5,3.0,OR,"Like any film instructor, I'm always seeking an affordable text for my students. With the average text hovering around $80.00 (and then the additional charge for supplemental books), The Lean Forward Moment seemed like a steal. I say ""seemed"" because like many reviewers here, I'm a bit confused as to whom the target-audience is. The simple, jargon-free language appeals to the lay-person (which is always welcome in texts geared toward the masses); however, the structure and more advanced concepts give the feel of an academic text. The Lean Forward Moment seems stuck in a perplexing gray-zone. While I feel Hollyn was attempting to please both audiences, he may have (accidentally) alienated both. Curious. I know that it seems superficial, but one of the ways I evaluate the potential success of a film-text, is through its examples. I know (for a fact) that my students excitedly scan a text... looking for stills from works they know/love. The Lean Forward moment uses many popular (and technically masterful) examples. The Matrix, Finding Nemo, 300, Lord of the Rings, The Godfather -- all good choices to get the cinema-neonate involved. On the flip side, Across the Universe, Brazil, Synecdoche, Contempt, Coons, Jack in the Box, Satacracy 88 -- these niche/obscure works are interesting to more advanced students (maybe). (And, now we're back to that gray-zone...). Here's my professional opinion, The Lean Forward Moment is fantastic for the intermediate student who knows the fundamentals, will be entertained by familiar examples, and is curious about lesser known works."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"This shirt really hit the mark, light and comfy compared to similar styles I've tried. Great fit and style!"
Electronics_5,5.0,OR,"Very sturdy surge strip for a solid price. Haven't had my house struck by lightning, so I can't comment on the effectiveness, but I'm trusting $1000 of hardware to it."
Kindle_Store_5,4.0,OR,Another very good read from Diana DeRicci. Very well written and very sweet. Would recommend to anyone looking for a sweet HEA.
Books_5,5.0,CG,"This book really helped my daughter grasp letters and stories. It's neatly designed and packed tightly, great value for the price. Perfect for little learners!"
Pet_Supplies_5,4.0,CG,"I really like this container, what I found was a big win compared to what I expected. It's built to last and looks great on my counter, which is exactly what I wanted. The wheels make cleaning a breeze, so I don't have to worry about messy spills anymore. The food fits perfectly even with the larger bags, which means less waste. Overall, it's functional and stylish, making it a solid choice for daily use. A bit heavier than some others, but well worth it."
Books_5,5.0,OR,Actual practical advice. Do X and you will be less anxious. I wish more books were immediately applicable and effective like this. Many of the techniques or ways of thinking worked for me. I return to the book when I am feeling particularly anxious and I am always able to snap out of it. Makes the great and true point that people tend to panic or be anxious about panicking more than about the actual problem at hand.
Toys_and_Games_5,3.0,OR,"A little tricky to fill with air without letting a bunch out while trying to get the plug in. But fun! Also, I don't know why it came out of box with a sticky/greasy residue all over it."
Kindle_Store_5,5.0,CG,Loved this book! Great storytelling and solid characters. Would definitely read more by this author. Perfect for anyone into thoughtful fiction.
Tools_and_Home_Improvement_5,4.0,CG,"I really liked this knife after a quick test. It's compact and perfect for my daily pack, but I noticed the blade ends up exposed sometimes, gave me a little scratch once. Still value it though; the ease of use is great and it gets the job done. Overall a solid pick with a few minor quirks."
Tools_and_Home_Improvement_5,5.0,CG,Loved it right away. Super easy to use and lasts a long time. Great value!
Tools_and_Home_Improvement_5,4.0,OR,I gave these out for Christmas and the response was positive. It's a great gift to give dudes that doesn't cost a lot. Pick up 5 or 6 and be ready for last minutes gifts for unexpected people.
Toys_and_Games_5,1.0,CG,"This toy is really frustrating to put together. I expected something simple, but the instructions are way too complicated for a kid this age. It didn't meet my expectations at all, what seemed useful turned out to be a nightmare. The parts don't fit well and it's hard to follow the steps. Still, if you're trying to find a more entertaining option, I'd avoid this one."
Movies_and_TV_5,4.0,OR,a neat movie.... although I like th newer one better...
Home_and_Kitchen_5,4.0,CG,"I really liked how this home towel set turned out after opening it. It was a bit smaller than expected, but I found it surprisingly absorbent and very light to handle. The quality surprised me, much better than what I had hoped for initially. I appreciated the value for the price and how easy it was to use. It's definitely worth the money if you're looking for something practical yet comfortable. A solid choice overall!"
Sports_and_Outdoors_5,1.0,OR,Not a Ka-Bar knife but a Bud-K. I should know. I bought one a few years ago. Great for cosplay or Halloween party.
Books_5,3.0,CG,"I really thought this book would be a hit, but it felt more like a simplified summary than a deep story. The plot jumps around and the characters don't get much development, especially not for someone who likes complexity. Still, it wasn't a total waste; I got some good insights from comparing it to the film. It's decent value if you're looking for a quick read, but not the best choice for fans of nuanced writing. Would've been better with more depth."
Clothing_Shoes_and_Jewelry_5,5.0,OR,These pj's are wonderful. The fit is great and the fabric makes you feel glorious the second you put them on. I bought the pink and immediately ordered and already received the plaid. The shorts are longer than typical pj shorts which is nice.
Clothing_Shoes_and_Jewelry_5,4.0,OR,"Nice bra, not great fit (slightly small). Not great support - this isn't an every day bra. I got it for under a specific shirt and for that limited purpose, it's good. If I was ordering again, I would go up one band size."
Pet_Supplies_5,4.0,OR,"This is a good dog-seat solution. PROS: My 11 pound mini pinscher fits perfectly into it - it is big enough for her to lie down too. The seat can be hung high enough for her to look out the window, or set low (almost on the car seat) for extra stability. The fact that the upper straps are attached to the frame halfway along the side walls and not at the very front means that the full space of the box is available to the dog (i.e. the front wall doesn't cave in). The clip attaches to the god collar or harness and is adjustable in length. The cover is removable and washable. CONS: the frame is metal and the cover very thin, so there is no padding whatsoever if the dog falls against the side of the box or wants to rest her head on the rim. For some strange reason the short strap that clips onto the dog collar/harness is not looped in/permanently attached, i.e. if you try lengthen that strap to the maximum to give your dog more freedom of movement it simply comes out and you have to maneuver it back in. It also came with a HUGE (and I mean huge) clip for attaching to the dog collar/harness, so i had to replace it with a smaller one. TIP: The floor does occasionally tip back, especially if the car seatback to which it is attached is tilted back slightly. The more upright you make the back of the car seat, the better the box hangs horizontally."
Kindle_Store_5,4.0,CG,"This book really held up after a few months of daily reading. The pages stay nice and sturdy even with frequent use. Gave me peace of mind knowing it would last through many chapters. Perfect blend of story and reliability, definitely worth the investment if you're into this series."
Home_and_Kitchen_5,3.0,CG,"This sharpener lived up to its hype but didn't quite shine as I hoped. The blade does the job, though the cut feels a bit too aggressive for delicate edges. Compared to other options I've tried, it's decent value, but the occasional slipping during heavy use was frustrating. Overall, a solid tool if you want consistency, just don't expect perfection right out of the box."
Books_5,5.0,CG,Loved this book! Perfect for fans of humor and adventure. Definitely recommend it.
Home_and_Kitchen_5,5.0,OR,excellent product if you are a side sleeper this is perfect
Movies_and_TV_5,4.0,CG,This one kept holding up well after a few months of regular use. The build feels solid and the images stay crisp. Perfect for collectors who want lasting quality without breaking a sweat. Happy to have it!
